"","Player","Team","Year","GP","PA","AB","RBI","R","H","Singles","Doubles","Triples","HR","SB","BB","SO","BA","OBP","SLG","OPS","TB","WOBA","wRAA"
"102","Margaret Alice Deschaine","Rockford Peaches",1949,106,402,385,27,23,81,72,5,4,0,30,17,32,0.21,0.244,0.244,0.488,94,0.517923515558534,37.7338049571628
"103","Dorothy Key","Rockford Peaches",1949,103,405,346,20,51,62,54,6,2,0,56,59,52,0.179,0.299,0.208,0.507,72,0.604968790455302,46.1060622469312
"104","Rose Gacioch","Rockford Peaches",1949,90,306,281,34,19,57,52,3,2,0,3,25,15,0.203,0.268,0.228,0.496,64,0.438583040179805,23.1508890014229
"105","Charlene Barnett","Rockford Peaches",1949,104,389,359,13,30,57,51,6,0,0,30,30,42,0.159,0.224,0.175,0.399,63,0.44270786863267,29.7986255820771
"106","Ruth Richard","Rockford Peaches",1949,84,292,265,20,23,45,44,0,0,1,11,27,14,0.17,0.247,0.181,0.428,48,0.487706264691878,25.3836503304081
"107","Helen Fox","Rockford Peaches",1949,26,72,69,4,3,14,12,2,0,0,1,3,13,0.203,0.236,0.232,0.468,16,0.377321228570445,4.43497519256484
"108","Louise Sauer","Rockford Peaches",1949,26,83,76,4,3,13,11,2,0,0,0,7,12,0.171,0.241,0.197,0.438,15,0.328057653560753,4.17414119785429
"109","Jean Dowler","Rockford Peaches",1949,26,72,64,4,5,10,8,2,0,0,1,8,8,0.156,0.25,0.188,0.438,12,0.324309961611742,3.55901473917092
"110","Lois Florreich","Rockford Peaches",1949,29,104,95,5,7,8,7,1,0,0,9,9,20,0.084,0.163,0.095,0.258,9,0.338089106583857,5.46968055522963
"111","Betty Warfel","Rockford Peaches",1949,25,66,58,1,6,4,4,0,0,0,3,8,17,0.069,0.182,0.069,0.251,4,0.304893577327778,2.96832943993689
