"","Player","Team","Year","GP","PA","AB","RBI","R","H","Singles","Doubles","Triples","HR","SB","BB","SO","BA","OBP","SLG","OPS","TB","WOBA","wRAA"
"26","Betsy Jochum","South Bend Blue Sox",1947,105,419,402,42,36,85,69,11,5,0,44,17,15,0.211,0.243,0.264,0.507,106,0.469520168133808,37.341812309343
"27","Lois Florreich","Rockford Peaches",1947,55,164,153,12,8,29,26,2,1,0,18,11,11,0.19,0.244,0.216,0.46,33,0.496250361892682,15.7254903961959
"28","Margaret Stefani","South Bend Blue Sox",1947,99,370,337,38,34,80,70,7,1,2,27,33,13,0.237,0.305,0.282,0.587,95,0.560169419238131,41.4644702594009
"29","Sara Reeser","Muskegon Lassies",1947,110,428,398,21,36,92,83,6,3,0,36,30,25,0.231,0.285,0.261,0.546,104,0.530064827954156,44.7029532118133
"30","Rita Briggs","Rockford Peaches",1947,79,295,270,15,26,58,53,3,1,1,26,25,28,0.215,0.281,0.244,0.526,66,0.550798360344626,32.3597776821152
"31","Helene Van Sant","Fort Wayne Daisies",1947,90,325,301,23,26,67,58,6,3,0,27,24,23,0.223,0.28,0.262,0.542,79,0.499474614966927,31.4285561814324
"32","Madeline English","Racine Belles",1947,103,371,335,30,31,44,40,2,1,1,47,36,49,0.131,0.216,0.152,0.368,51,0.475017165552526,33.5801945812998
"33","Dorothy Parker","Kenosha Comets",1947,83,260,232,9,26,48,48,0,0,0,22,28,13,0.207,0.292,0.207,0.499,48,0.553439007793114,28.6942641343651
"34","Jerre DeNoble","Peoria Redwings",1947,21,31,28,0,3,3,2,1,0,0,4,3,11,0.107,0.194,0.143,0.336,4,0.344828154147312,1.78434770584387
"35","Elizabeth Bretting","Kenosha Comets",1947,90,327,294,18,32,39,38,0,0,1,40,33,25,0.133,0.22,0.143,0.363,42,0.494919425049615,31.2449330047556
"36","Joyce Westerman","Peoria Redwings",1947,90,287,251,19,24,57,50,5,2,0,16,36,26,0.227,0.324,0.263,0.587,66,0.496716649711458,27.553481474031
"37","Dorothy Doyle","Rockford Peaches",1947,99,375,351,41,31,71,59,6,5,1,34,24,18,0.202,0.253,0.256,0.51,90,0.489170299728503,35.2856447069969
"38","Marie Mahoney","South Bend Blue Sox",1947,47,153,147,13,14,30,19,3,7,1,13,6,23,0.204,0.235,0.34,0.575,50,0.448026729545532,12.8031801464394
"39","Mary Rountree","Fort Wayne Daisies",1947,53,161,148,9,10,31,26,2,3,0,12,13,7,0.209,0.273,0.264,0.537,39,0.47334398443808,14.5043520703028
"40","Mary Wood","Kenosha Comets",1947,70,239,211,6,13,27,26,1,0,0,26,28,41,0.128,0.23,0.133,0.363,28,0.445893916433454,19.8707144773544
"41","Elizabeth Mahon","South Bend Blue Sox",1947,83,314,299,23,26,70,57,5,8,0,22,15,12,0.234,0.271,0.304,0.575,91,0.479010749233361,28.7383782874573
"42","Jean Faut","South Bend Blue Sox",1947,56,141,123,11,8,29,23,3,3,0,5,18,15,0.236,0.333,0.309,0.642,38,0.455420947396948,12.0629050579247
"43","Alva Jo Fischer","Muskegon Lassies",1947,112,393,361,35,22,73,63,7,3,0,28,32,23,0.202,0.267,0.238,0.505,86,0.454937836967499,33.574082231014
"44","Arleene Noga","Muskegon Lassies",1947,112,379,345,22,32,57,50,5,0,2,34,34,73,0.165,0.24,0.197,0.437,68,0.477354933119305,34.5285609838754
"45","Dolores Wilson","Peoria Redwings",1947,79,251,230,23,17,50,48,1,1,0,16,21,22,0.217,0.283,0.23,0.513,53,0.5166060335576,25.3609152187779
"46","Elsie Earl","Grand Rapids Chicks",1947,81,258,243,8,20,41,36,5,0,0,23,15,23,0.169,0.217,0.189,0.406,46,0.414071721191781,19.3722722489213
"47","Evelyn Moroz","Muskegon Lassies",1947,36,100,93,7,10,22,18,2,2,0,4,7,7,0.237,0.29,0.301,0.591,28,0.446402780341939,8.32698668586464
"48","Doris Barr","Racine Belles",1947,33,80,60,4,7,10,7,1,2,0,0,20,14,0.167,0.375,0.25,0.625,15,0.376081709065619,5.23763272807876
"49","Betty Whiting","Fort Wayne Daisies",1947,110,390,356,19,31,56,48,6,1,1,31,34,30,0.157,0.231,0.188,0.419,67,0.421113242504819,29.9787755327688
"50","Eleanor Callow","Peoria Redwings",1947,51,146,143,14,18,35,28,5,2,0,7,3,11,0.245,0.26,0.308,0.568,44,0.420651583197844,11.2057630042456
"51","Vivian Kellogg","Fort Wayne Daisies",1947,100,371,354,23,18,73,57,10,6,0,21,17,19,0.206,0.243,0.268,0.511,95,0.389571423437493,25.5562923247604
"52","Mary Reynolds","Peoria Redwings",1947,113,439,400,42,40,98,75,17,5,1,7,39,29,0.245,0.312,0.32,0.632,128,0.407603703398677,32.2441818387018
"53","Inez Voyce","Grand Rapids Chicks",1947,113,413,383,45,27,82,72,5,4,1,19,30,15,0.214,0.271,0.256,0.527,98,0.467696814059757,36.6164761456406
"54","Joanne Winter","Racine Belles",1947,42,120,105,8,8,17,14,3,0,0,6,15,13,0.162,0.267,0.19,0.457,20,0.367533149220778,7.59679480571081
"55","Philomena Zale","Grand Rapids Chicks",1947,32,110,98,5,13,16,13,2,1,0,6,12,13,0.163,0.255,0.204,0.459,20,0.375876935822393,7.19604352658693
"56","Lavonne Davis","Racine Belles",1947,112,459,430,50,35,97,83,14,0,0,18,29,17,0.226,0.275,0.258,0.533,111,0.418265238277877,34.9518296248056
"57","Eleanor Wolf","Racine Belles",1947,112,433,398,41,25,86,72,7,5,2,16,35,59,0.216,0.279,0.274,0.553,109,0.462823117546382,37.8555156559167
"58","Ruth Lessing","Grand Rapids Chicks",1947,111,428,396,42,24,81,69,9,3,0,19,32,26,0.205,0.264,0.242,0.506,96,0.411361527154494,31.843341408832
"59","Janice O'Hara","Kenosha Comets",1947,51,117,110,8,8,19,13,3,3,0,7,7,43,0.173,0.222,0.255,0.477,28,0.3321049489915,6.35767985349689
"60","Theda Marshall","South Bend Blue Sox",1947,113,386,362,31,27,51,5,10,5,31,27,24,79,0.141,0.194,0.453,0.647,164,0.835178258666865,70.1267603540082
"61","Mary Carey","Peoria Redwings",1947,67,211,194,16,17,35,34,1,0,0,12,17,14,0.18,0.246,0.186,0.432,36,0.444390965181241,17.4624955178442
"62","Marie Wegman","Rockford Peaches",1947,101,321,297,10,19,52,46,4,1,1,18,24,43,0.175,0.237,0.205,0.442,61,0.425536718741368,25.0342482142477
"63","Amy Irene Applegren","Muskegon Lassies",1947,27,82,75,3,3,18,16,2,0,0,1,7,11,0.24,0.305,0.267,0.572,20,0.43323365503491,6.55479607710945
"64","Flora Velma Abbott","Fort Wayne Daisies",1947,89,296,269,15,27,38,33,2,2,1,18,27,28,0.141,0.22,0.175,0.394,47,0.395295485293272,20.8187877115431
"65","Alice McNaughton","Kenosha Comets",1947,90,320,298,0.24,24,62,49,7,6,0,8,22,47,0.208,0.262,0.272,0.534,81,0.371494860785416,20.5790079614955
"66","Fern Shollenberger","Kenosha Comets",1947,81,288,273,10,19,45,41,3,1,0,18,15,13,0.165,0.208,0.183,0.391,50,0.38947039304659,19.8314819896762
"67","Jacquelyn Savage","South Bend Blue Sox",1947,44,116,107,13,7,19,14,3,2,0,4,9,28,0.178,0.241,0.243,0.484,26,0.325175463548798,6.09988013330957
"68","Margaret Silvestri","Rockford Peaches",1947,40,116,111,7,8,22,19,0,3,0,5,5,10,0.198,0.233,0.252,0.485,28,0.42099201531229,8.91320458384474
"69","Shirley Smith","Peoria Redwings",1947,61,192,171,6,14,26,25,1,0,0,8,21,19,0.152,0.245,0.158,0.403,27,0.388508391129867,13.1742361798076
"70","Ann Harnett","Peoria Redwings",1947,110,437,414,29,47,84,72,8,4,0,13,23,18,0.203,0.245,0.242,0.486,100,0.384075716068748,29.4948028692289
"71","Delores White","South Bend Blue Sox",1947,39,118,103,4,8,12,12,0,0,0,6,15,15,0.117,0.229,0.117,0.345,12,0.366565757278679,7.4412876854609
"72","Rita Moellering","Peoria Redwings",1947,83,270,257,30,18,58,51,4,2,1,5,13,16,0.226,0.263,0.268,0.531,69,0.444770887592627,22.3713379119039
"73","Daisy Junor","South Bend Blue Sox",1947,90,264,248,14,17,33,30,2,1,0,17,16,41,0.133,0.186,0.149,0.335,37,0.34755225033251,15.3777672670682
"74","Ruby Heafner","Fort Wayne Daisies",1947,65,218,198,14,14,34,27,7,0,0,5,20,36,0.172,0.248,0.207,0.455,41,0.310192315292244,10.6368051566597
"75","Ruby Stephens","South Bend Blue Sox",1947,33,70,61,3,6,11,9,2,0,0,0,9,17,0.18,0.286,0.213,0.499,13,0.322071950989499,3.62597352681476
"76","Betty Hill","Rockford Peaches",1947,47,122,117,17,11,25,21,3,1,0,2,5,6,0.214,0.246,0.256,0.502,30,0.363639271011948,7.60316403213992
"77","Kathryn Vonderau","Muskegon Lassies",1947,45,153,148,9,9,29,26,3,0,0,5,5,8,0.196,0.222,0.216,0.438,32,0.374282095810598,9.94727915137645
"78","Irene Sanvitis","Rockford Peaches",1947,21,70,67,2,3,11,9,1,1,0,3,3,4,0.164,0.2,0.209,0.409,14,0.332244063860329,3.80620494685007
"79","Erma Bergmann","Muskegon Lassies",1947,28,81,76,6,5,14,12,1,1,0,2,5,6,0.184,0.235,0.224,0.458,17,0.361124032486356,4.99643373162254
"80","Norma Metrolis","Racine Belles",1947,18,51,47,2,2,7,7,0,0,0,2,4,4,0.149,0.216,0.149,0.365,7,0.378131190114004,3.36544754612151
"81","Terry Donahue","Peoria Redwings",1947,49,126,115,4,12,19,18,1,0,0,3,11,10,0.165,0.238,0.174,0.412,20,0.367497412122278,7.97549479198788
"82","Mona Denton","Kenosha Comets",1947,26,53,51,2,3,10,9,1,0,0,1,2,19,0.196,0.226,0.216,0.442,11,0.36030615272482,3.25829943314795
"83","Ruth Heverly","South Bend Blue Sox",1947,26,65,59,1,2,8,8,0,0,0,2,6,12,0.136,0.215,0.136,0.351,8,0.351287311642777,3.84764418381772
"84","Marie Kruckel","Fort Wayne Daisies",1947,23,67,60,3,3,4,4,0,0,0,4,7,13,0.067,0.164,0.067,0.231,4,0.28014191151663,2.75948990627706
"85","Nancy Warren","Muskegon Lassies",1947,31,82,81,5,6,16,15,1,0,0,2,1,10,0.198,0.207,0.21,0.417,17,0.378106447838791,5.41059820022812
"86","Alice Haylett","Grand Rapids Chicks",1947,31,93,90,12,6,17,13,4,0,0,1,3,7,0.189,0.215,0.233,0.448,21,0.26415107223896,3.45391429966884
"87","Donna Cook","Muskegon Lassies",1947,48,138,134,7,6,23,22,1,0,0,4,4,8,0.172,0.196,0.179,0.375,24,0.358432111618481,8.4184134693807
"88","Margaret Brown","Racine Belles",1947,112,391,364,20,21,45,44,0,0,1,15,27,28,0.124,0.184,0.132,0.316,48,0.344047029575211,22.4284980184975
"89","Ruth Richard","Grand Rapids Chicks",1947,47,151,147,7,5,26,22,3,1,0,2,4,13,0.177,0.199,0.211,0.41,31,0.300898089925099,7.01246383892936
"90","Sarah Mavis Dabbs","Fort Wayne Daisies",1947,12,24,22,1,0,2,2,0,0,0,1,2,1,0.091,0.167,0.091,0.258,2,0.28317635634132,1.0069076651044
"91","Jenny Romatowski","Rockford Peaches",1947,80,232,220,6,15,27,27,0,0,0,9,12,25,0.123,0.168,0.123,0.291,27,0.315896731260989,11.6548839600767
"92","Phyllis Koehn","South Bend Blue Sox",1947,49,135,128,11,4,20,16,1,3,0,1,7,13,0.156,0.2,0.211,0.411,27,0.284542223712413,5.71052838794291
"93","Cartha Childress","Rockford Peaches",1947,59,171,166,7,5,28,24,4,0,0,2,5,24,0.169,0.193,0.193,0.386,32,0.283268766343319,7.17821689644335
"94","Margaret Alice Deschaine","Rockford Peaches",1947,18,42,39,1,1,3,3,0,0,0,2,3,5,0.077,0.143,0.077,0.22,3,0.258792108539564,1.50286158483964
"95","Dorothy Mueller","Peoria Redwings",1947,53,124,122,7,10,22,18,1,3,0,0,2,11,0.18,0.194,0.238,0.431,29,0.296203530041595,5.61123374195775
"96","Mildred Earp","Grand Rapids Chicks",1947,35,93,89,2,2,13,12,1,0,0,1,4,17,0.146,0.183,0.157,0.34,14,0.284301373293932,3.92824996621636
"97","Josephine Kabick","Peoria Redwings",1947,31,83,80,1,2,10,9,1,0,0,2,3,13,0.125,0.157,0.138,0.294,11,0.256287392414561,2.91731989627041
"98","Anna Mae Hutchison","Racine Belles",1947,44,128,123,5,5,18,17,1,0,0,1,5,11,0.146,0.18,0.154,0.334,19,0.287131706124728,5.49832349054246
"99","Idona Harris","South Bend Blue Sox",1947,20,70,65,0,2,9,9,0,0,0,0,5,7,0.138,0.2,0.138,0.338,9,0.3029373835788,3.286943641875
"100","Lorraine Stevens","Rockford Peaches",1947,51,136,129,9,7,15,13,1,1,0,2,7,14,0.116,0.162,0.14,0.301,18,0.241176699943832,4.26001769467901
"101","Sarah Lonetto","Racine Belles",1947,22,62,61,0,0,7,7,0,0,0,2,1,12,0.115,0.129,0.115,0.244,7,0.27108591371097,2.41143975664299
"102","Dorothy Green","Rockford Peaches",1947,14,28,26,1,1,3,3,0,0,0,0,2,3,0.115,0.179,0.115,0.294,3,0.262278629354294,1.02661765735322
"103","Jane Badini","Racine Belles",1947,13,24,24,0,1,4,4,0,0,0,0,0,4,0.167,0.167,0.167,0.333,4,0.316234755079492,1.20773108074227
"104","Dorothy Collins","Fort Wayne Daisies",1947,40,96,85,1,5,2,2,0,0,0,2,11,30,0.024,0.135,0.024,0.159,2,0.162272543230648,1.08976099469878
"105","Charlene Barnett","Grand Rapids Chicks",1947,33,81,78,4,7,9,9,0,0,0,0,3,10,0.115,0.148,0.115,0.264,9,0.241407911358353,2.54195682758008
"106","Doris Satterfield","Grand Rapids Chicks",1947,12,23,21,1,1,1,1,0,0,0,0,2,4,0.048,0.13,0.048,0.178,1,0.154303676563753,0.214696294482612
"107","Elise Harney","Fort Wayne Daisies",1947,17,33,32,0,0,0,0,0,0,0,0,1,10,0,0.03,0,0.03,0,0.0250238792498388,-0.771813616599619
