"","Player","Team","Year","GP","PA","AB","RBI","R","H","Singles","Doubles","Triples","HR","SB","BB","SO","BA","OBP","SLG","OPS","TB","WOBA","wRAA"
"27","Inez Voyce","Grand Rapids Chicks",1951,106,431,372,49,43,106,85,14,5,2,10,59,12,0.285,0.383,0.366,0.748,136,0.614883678102577,47.1469312332159
"28","Lavonne Davis","Grand Rapids Chicks",1951,81,299,261,56,21,69,60,6,2,1,5,38,5,0.264,0.358,0.314,0.672,82,0.600794284945632,31.7824122813803
"29","Renae Youngberg","Grand Rapids Chicks",1951,98,356,338,31,26,68,59,7,2,0,5,18,33,0.201,0.242,0.234,0.475,79,0.414304892075791,23.2624088172234
"30","Alma Ziegler","Grand Rapids Chicks",1951,106,392,340,35,35,58,44,10,4,0,20,52,16,0.171,0.281,0.224,0.504,76,0.429738937641754,26.9433596101596
"31","Dorice Reid","Grand Rapids Chicks",1951,67,232,212,5,23,27,26,1,0,0,11,20,11,0.127,0.203,0.132,0.335,28,0.396052377992628,14.2298853099249
"32","Margaret Silvestri","Grand Rapids Chicks",1951,30,82,78,5,9,14,14,0,0,0,1,4,1,0.179,0.22,0.179,0.399,14,0.438808682755343,5.79942677807165
"33","Jaynne Bittner","Grand Rapids Chicks",1951,23,74,70,5,12,13,13,0,0,0,1,4,10,0.186,0.23,0.186,0.415,13,0.456692453341184,5.52423879441736
"34","Earlene Risinger","Grand Rapids Chicks",1951,24,66,63,5,4,10,9,1,0,0,0,3,9,0.159,0.197,0.175,0.372,11,0.324355110671236,3.00903653204738
"35","Magdalen Redman","Grand Rapids Chicks",1951,31,110,96,8,3,10,9,1,0,0,1,14,7,0.104,0.218,0.115,0.333,11,0.303943123398844,4.52200364001255
"36","Mary Lou Caden","Grand Rapids Chicks",1951,26,65,63,2,3,8,8,0,0,0,1,2,9,0.127,0.154,0.127,0.281,8,0.322402779397724,2.93557832466821
"37","Doris Sams","Kalamazoo Lassies",1951,97,385,356,33,40,109,89,16,2,2,19,29,21,0.306,0.358,0.379,0.738,135,0.661688308973906,46.0720343820963
"38","Betty Francis","Kalamazoo Lassies",1951,97,374,325,20,42,75,67,8,0,0,21,49,14,0.231,0.332,0.255,0.587,83,0.579664659167996,38.0192564579658
"39","Jane Moffet","Kalamazoo Lassies",1951,94,345,312,23,35,64,52,11,1,0,23,33,38,0.205,0.281,0.247,0.528,77,0.490457349992108,28.3129168249476
"40","Jenny Romatowski","Kalamazoo Lassies",1951,89,317,304,21,19,59,53,5,1,0,4,13,19,0.194,0.227,0.217,0.444,66,0.408788853776624,20.3300212469786
"41","Eilaine Roth","Kalamazoo Lassies",1951,79,229,207,16,24,52,44,5,3,0,16,22,16,0.251,0.323,0.304,0.627,63,0.60526116274655,24.566339186474
"42","Nancy Cato","Kalamazoo Lassies",1951,85,286,251,17,32,42,36,6,0,0,17,35,61,0.167,0.269,0.191,0.46,48,0.460522110531255,21.5909531598299
"43","Theresa Rukavina","Kalamazoo Lassies",1951,48,91,87,2,3,10,10,0,0,0,1,4,15,0.115,0.154,0.115,0.269,10,0.299275057485451,3.64764830650189
"44","Catherine Blumetta","Kalamazoo Lassies",1951,33,66,61,2,3,9,8,1,0,0,1,5,17,0.148,0.212,0.164,0.376,10,0.343636121468772,3.28847944873748
"45","Joan Sindelar","Kalamazoo Lassies",1951,45,90,73,2,10,9,4,4,1,0,1,17,24,0.123,0.289,0.205,0.494,15,0.252122964949036,2.67567811920266
"46","Ruth Heverly","Kalamazoo Lassies",1951,26,50,45,2,4,6,6,0,0,0,0,5,13,0.133,0.22,0.133,0.353,6,0.357633887290011,2.6449631906753
"47","Elaine Roth","Kalamazoo Lassies",1951,34,58,54,2,6,6,5,1,0,0,2,4,9,0.111,0.172,0.13,0.302,7,0.288324600220359,2.18540512389453
"48","Doris Cook","Kalamazoo Lassies",1951,18,40,32,4,5,3,3,0,0,0,1,8,5,0.094,0.275,0.094,0.369,3,0.393298863655709,2.42924235373514
"49","Fern Shollenberger","Kenosha Comets",1951,105,423,382,21,48,97,85,11,1,0,21,41,15,0.254,0.326,0.288,0.614,110,0.581286354796847,43.1510250963692
"50","Veronica Josephine Lenard","Kenosha Comets",1951,100,401,333,32,43,75,69,4,2,0,46,68,16,0.225,0.357,0.249,0.606,83,0.708587254696322,52.1164954567713
"51","Jean Cione","Kenosha Comets",1951,80,309,292,34,31,71,59,11,0,1,10,17,27,0.243,0.285,0.291,0.576,85,0.511706926887756,26.8004022535489
"52","Dorothy Parker","Kenosha Comets",1951,103,383,331,13,40,60,53,5,2,0,23,52,18,0.181,0.292,0.208,0.501,69,0.514368246330163,33.4424499442345
"53","Delores White","Kenosha Comets",1951,66,247,216,27,23,59,42,14,3,0,13,31,15,0.273,0.364,0.366,0.73,79,0.517991060666881,21.7638240469263
"54","Jean Buckley","Kenosha Comets",1951,88,319,288,31,23,57,49,6,1,1,14,31,50,0.198,0.276,0.236,0.512,68,0.508424829460034,27.4378172483743
"55","Helen Nordquist","Kenosha Comets",1951,82,262,240,12,23,38,26,7,4,1,7,22,40,0.158,0.229,0.233,0.462,56,0.356840713451478,13.8139730658859
"56","Ernestine Petras","Kenosha Comets",1951,53,203,170,10,24,36,28,7,1,0,22,33,24,0.212,0.34,0.265,0.605,45,0.589602096027734,21.0791062709724
"57","Jean Malanowski/Marlowe","Kenosha Comets",1951,66,209,178,16,17,31,27,4,0,0,4,31,27,0.174,0.297,0.197,0.493,35,0.431842017633921,14.4617305074611
"58","Eunice Taylor","Kenosha Comets",1951,38,118,114,10,5,22,20,1,1,0,1,4,11,0.193,0.22,0.219,0.44,25,0.412757342460296,7.67047356239754
"59","Barbara Rotvig","Kenosha Comets",1951,29,73,64,5,8,17,15,2,0,0,0,9,8,0.266,0.356,0.297,0.653,19,0.535742826465015,6.71678981412998
"60","Dora Trois Wood","Kenosha Comets",1951,30,77,72,4,4,10,9,1,0,0,0,5,16,0.139,0.195,0.153,0.348,11,0.302742155808371,3.14509575298826
"61","Joan Jaykoski","Kenosha Comets",1951,30,51,42,5,5,9,9,0,0,0,2,9,12,0.214,0.353,0.214,0.567,9,0.614943921239762,5.57954589211113
"62","Barbara Young","Kenosha Comets",1951,26,76,72,2,4,6,6,0,0,0,1,4,13,0.083,0.132,0.083,0.215,6,0.243233532584394,2.11110488095315
"63","Irene Hickson","Kenosha Comets",1951,11,28,23,5,1,5,5,0,0,0,2,5,0,0.217,0.357,0.217,0.575,5,0.671658601520709,3.41199691450171
"64","Jacqueline Baumgart","Kenosha Comets",1951,22,58,51,3,6,5,5,0,0,0,1,7,7,0.098,0.207,0.098,0.305,5,0.330245535812723,2.71932775869172
"65","Ruby Stephens","Kenosha Comets",1951,18,35,31,3,1,3,3,0,0,0,1,4,1,0.097,0.2,0.097,0.297,3,0.340701061724069,1.72133242092183
"66","Rita Briggs","Peoria Redwings",1951,106,418,363,44,57,100,93,6,1,0,29,55,9,0.275,0.371,0.298,0.668,108,0.705293584983035,54.0235968041779
"67","Margaret Jones","Peoria Redwings",1951,106,412,368,51,66,91,79,6,4,2,22,44,27,0.247,0.328,0.302,0.629,111,0.642250521661829,47.5444749692962
"68","Dorothy Stolze","Peoria Redwings",1951,105,453,404,27,62,90,80,9,1,0,37,49,18,0.223,0.307,0.25,0.557,101,0.595412064808387,47.6165482228805
"69","Joyce Westerman","Peoria Redwings",1951,102,423,355,50,51,86,71,12,3,0,20,68,19,0.242,0.364,0.293,0.657,104,0.566766723644301,41.8023252017602
"70","Jean Smith","Peoria Redwings",1951,93,350,305,30,50,71,59,10,2,0,38,45,17,0.233,0.331,0.279,0.61,85,0.631835168601232,39.5892237404729
"71","Mary Carey","Peoria Redwings",1951,102,410,374,22,47,66,55,8,2,1,27,36,30,0.176,0.249,0.217,0.465,81,0.484792431780882,33.1372031360508
"72","Mary McCarty","Peoria Redwings",1951,72,227,207,24,20,35,27,6,2,0,9,20,49,0.169,0.242,0.217,0.46,45,0.382226386566939,13.2340127079594
"73","Alice McNaughton","Peoria Redwings",1951,44,112,105,8,8,28,21,6,1,0,1,7,10,0.267,0.312,0.343,0.655,36,0.429367870283769,7.68897654229503
"74","Josephine Hasham","Peoria Redwings",1951,50,108,94,7,4,24,19,5,0,0,0,14,5,0.255,0.352,0.309,0.66,29,0.455754636750768,8.04016122022059
"75","Geraldine Hough","Peoria Redwings",1951,26,45,42,2,5,5,5,0,0,0,1,3,12,0.119,0.178,0.119,0.297,5,0.341040526472266,2.21649617455208
"76","Lenora Mandella","Peoria Redwings",1951,17,29,27,4,1,3,1,2,0,0,0,2,10,0.111,0.172,0.185,0.358,5,0.0630089574130474,-0.342154747041523
"77","Eleanor Callow","Rockford Peaches",1951,106,429,380,84,66,124,94,16,10,4,40,49,23,0.326,0.403,0.453,0.856,172,0.799146183321767,64.2867096115861
"78","Margaret Alice Deschaine","Rockford Peaches",1951,105,441,405,45,88,121,101,7,9,4,61,36,50,0.299,0.356,0.39,0.746,158,0.879584178032228,73.8746117129421
"79","Dorothy Kamenshek","Rockford Peaches",1951,97,419,339,34,90,117,96,12,9,0,63,80,7,0.345,0.47,0.434,0.904,147,0.900094868234793,72.0764384322087
"80","Ruth Richard","Rockford Peaches",1951,99,386,368,60,34,102,92,7,3,0,6,18,19,0.277,0.311,0.312,0.623,115,0.575010792719468,38.8446496424579
"81","Jacquelyn Savage","Rockford Peaches",1951,107,413,380,52,37,85,63,14,6,2,31,33,33,0.224,0.286,0.308,0.594,117,0.546144241415024,38.9437944906983
"82","Dorothy Key","Rockford Peaches",1951,107,437,370,27,91,80,73,6,0,1,91,67,32,0.216,0.336,0.241,0.577,89,0.842143083339529,69.6116123167492
"83","Rose Gacioch","Rockford Peaches",1951,40,112,109,13,11,32,26,3,3,0,1,3,5,0.294,0.312,0.376,0.689,41,0.536403556075481,10.3214620614662
"84","Joan Knebl","Rockford Peaches",1951,48,173,155,21,20,30,27,2,1,0,4,18,20,0.194,0.277,0.219,0.497,34,0.46749587296865,13.3251927821874
"85","Lillian Sadavage","Rockford Peaches",1951,47,147,127,5,13,24,21,3,0,0,7,20,34,0.189,0.299,0.213,0.512,27,0.492936369392125,12.1437878925447
"86","Amy Irene Applegren","Rockford Peaches",1951,31,78,73,5,7,15,14,1,0,0,1,5,7,0.205,0.256,0.219,0.476,16,0.45900521344977,5.86245991969478
"87","Marie Kelley","Rockford Peaches",1951,41,118,102,8,14,13,12,1,0,0,4,16,17,0.127,0.246,0.137,0.383,14,0.394630414898662,7.20076813464261
"88","Helen Fox","Rockford Peaches",1951,28,86,83,2,7,12,10,1,1,0,0,3,12,0.145,0.174,0.181,0.355,15,0.282870921145969,3.13743535997806
"89","Barbara Thompson","Rockford Peaches",1951,18,59,49,3,6,10,10,0,0,0,4,10,5,0.204,0.339,0.204,0.543,10,0.637506469239995,6.74708944825078
"90","Audrey Daniels","Rockford Peaches",1951,11,29,28,4,3,5,3,1,1,0,0,1,4,0.179,0.207,0.286,0.493,8,0.245299912233679,0.818712317615028
"91","Shirley Burkovich","Rockford Peaches",1951,17,30,28,0,2,2,2,0,0,0,0,2,7,0.071,0.133,0.071,0.205,2,0.209261652344134,0.609530807496839
"92","Carol Habben","Rockford Peaches",1951,10,27,26,1,1,1,1,0,0,0,0,1,7,0.038,0.074,0.038,0.113,1,0.116256473524519,-0.00285211926209452
"93","Charlene Mayer","South Bend Blue Sox",1951,109,466,426,32,106,133,122,8,3,0,129,40,39,0.312,0.371,0.345,0.716,147,1.07028338083867,97.5768683057605
"94","Elizabeth Wagoner","South Bend Blue Sox",1951,110,438,375,41,77,102,90,9,3,0,50,63,20,0.272,0.377,0.312,0.689,117,0.74568475686263,60.4933587195289
"95","Elizabeth Mahon","South Bend Blue Sox",1951,104,424,364,68,69,98,78,14,5,1,53,60,19,0.269,0.373,0.343,0.716,125,0.725877966226616,56.7156178932212
"96","Senaida Mylott","South Bend Blue Sox",1951,105,411,347,54,77,95,85,6,4,0,69,64,23,0.274,0.387,0.314,0.701,109,0.852351233318024,66.3912755251919
"97","Jane Stoll","South Bend Blue Sox",1951,101,398,347,47,46,93,76,15,2,0,26,51,20,0.268,0.362,0.323,0.685,112,0.602271187511915,42.4347645258108
"98","Shirley Stovroff","South Bend Blue Sox",1951,100,360,304,54,37,81,62,19,0,0,25,56,33,0.266,0.381,0.329,0.71,100,0.573045800215596,36.0728308405232
"99","Dorothy Mueller","South Bend Blue Sox",1951,75,251,229,30,18,54,45,9,0,0,5,22,34,0.236,0.303,0.275,0.578,63,0.465946894443915,19.2477066413398
"100","Jean Faut","South Bend Blue Sox",1951,62,201,178,28,29,46,38,6,0,2,9,23,11,0.258,0.343,0.326,0.669,58,0.655681640802051,23.7880679596532
"101","Janet Sears","South Bend Blue Sox",1951,74,197,181,13,21,40,36,3,1,0,3,16,26,0.221,0.284,0.249,0.533,45,0.487152503234192,16.0241184702028
"102","Audrey Seitzinger","South Bend Blue Sox",1951,64,189,168,21,22,34,28,3,3,0,6,21,19,0.202,0.291,0.256,0.547,43,0.472826770826699,14.7788296666971
"103","Barbara Hoffman","South Bend Blue Sox",1951,46,162,137,11,20,29,24,2,3,0,9,25,20,0.212,0.333,0.27,0.603,37,0.556931360344767,15.6595165687432
"104","Mary Baumgartner","South Bend Blue Sox",1951,24,50,44,3,2,9,9,0,0,0,1,6,5,0.205,0.3,0.205,0.505,9,0.53901336970857,4.63645046149369
"105","Georgette Mooney","South Bend Blue Sox",1951,34,65,58,5,9,9,6,1,2,0,7,7,4,0.155,0.246,0.241,0.488,14,0.477073623598965,5.14328405451202
"106","Lillian Faralla","South Bend Blue Sox",1951,27,73,57,8,11,8,5,1,1,1,2,16,17,0.14,0.329,0.246,0.574,14,0.52967812348376,6.61957067558121
"107","Louise Arnold","South Bend Blue Sox",1951,20,44,35,2,5,5,5,0,0,0,0,9,2,0.143,0.318,0.143,0.461,5,0.443228211629454,3.15458952058696
